12750|000695833|Национален филмов център - София|1100021|1000067|68134|гр.София-1000, бул. "Княз Дондуков" № 2-А|02 9150 811; 02 9150 826; ||nfc@nfc.bg||2018-08-01||t|5|-1|2018-08-10 12:42:54.714|-1|2023-04-16 00:04:36.901||0000000180
13368|130418031|Национален фонд "Култура'|1100021|1000067|68134|ул. "Лъчезар Станчев" 7|0876880992; ||office@ncf.bg||1900-01-01||t|2|-1|2021-11-02 00:06:37.463|-1|2023-04-16 00:04:36.918||0000001608
13348|N/A|Национална програма за подобряване на ваксинопрофилактиката на сезонния грип и на пневмококовите инфекции при лица на и над 65-годишна възраст 2023 – 2026 г|||||||||1900-01-01||t|13|-1|2019-07-23 15:47:45.324|-1|2023-04-16 00:04:37.063||0000001579
13365|N/A|Националния съвет по генетични ресурси|||||||||1900-01-01||t|13|-1|2020-12-17 00:06:33.755|-1|2023-04-16 00:04:37.118||0000001604
12760|175018757|Национално бюро за правна помощ|1100021|1000067|68134|гр. София, ул. "Развигор" № 1e-mail:nbpp@nbpp.government.bg|02/8193200; |028654812|nbpp@nbpp.government.bg||2018-08-01||t|2|-1|2018-08-10 12:42:54.785|-1|2023-04-16 00:04:37.137||0000001101
12806|175808349|Областна дирекция "Земеделие" - Разград|1100014|1000034|61710|гр.Разград ул."Н.Й.Вапцаров" №10|084/616011; |084/616011|odz_razgrad@mail.bg||2018-08-01||t|10|-1|2018-08-10 12:42:55.165|-1|2023-04-16 00:04:38.111||0000001213
12845|000614856|Общинска администрация - Борино|1100020|1000141|5462|с. Борино ,ул. "Христо Ботев" № 1|20-40; |21-44|obshtina@borino.egov.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.469|-1|2023-04-16 00:04:39.048||0000000437
12918|000817778|Общинска администрация - Казанлък|1100022|1000214|35167|ул. "Розова долина" № 6|98201; ||mayor@kazanlak.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.051|-1|2023-04-16 00:04:40.679||0000000548
12929|000193250|Общинска администрация - Козлодуй|1100027|1000225|37798|гр. Козлодуй, ул. "Христо Ботев" № 13|0973-85800; 0973/85800; |0973/80183|obshtina.kozloduy@gmail.com||2018-08-01||t|9|-1|2018-08-10 12:42:56.136|-1|2023-04-16 00:04:41.071||0000000314
12662|130098909|Комисия за енергийно и водно регулиране|1100021|1000067|68134|София, бул. "Княз Дондуков" № 8-10|9359613; |9888782|dker@dker.bg||2018-08-01||t|3|-1|2018-08-10 12:42:54.059|-1|2023-04-16 00:04:35.241||0000000140
13360|N/A|Консултативен съвет по корпоративна социална отговорност|||||||||1900-01-01||t|13|-1|2020-07-21 00:05:45.993|-1|2023-04-16 00:04:35.628||0000001600
12707|000695114|Министерство на образованието и науката|1100021|1000067|68134|София, бул. "Княз Дондуков" №2А|9217760; 9217588; 9217589; Обажданията към обявените телефони се таксуват; съгласно абонаментния план или приложимата тарифа за предплатени услуги на абоната.; ||priemna@mon.bg||2018-08-01||t|7|-1|2018-08-10 12:42:54.38|-1|2023-04-16 00:04:36.027||0000000081
12733|N/A|Национален съвет за защита на потребителите|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.583|-1|2023-04-16 00:04:36.509||0000001159
12754|130273618|Национална агенция за професионално образование и обучение|1100021|1000067|68134|София 1113,бул." Цариградско шосе 125, бл 5, ет. 5|971 20 70; 872 21 84; 871 36 41; |02 973 33 58|napoo@navet.government.bg||2018-08-01||t|2|-1|2018-08-10 12:42:54.742|-1|2023-04-16 00:04:36.99||0000000119
12773|000320534|Областна администрация - Монтана|1100009|1000262|48489|3400 гр.Монтана, пл. Жеравица 1|096/399101; 096/399106; |096/399129|montana@montana.government.bg||2018-08-01||t|8|-1|2018-08-10 12:42:54.901|-1|2023-04-16 00:04:37.377||0000000028
12788|127070650|Областна администрация - Шумен|1100017|1000110|83510|гр. Шумен, бул."Славянски" № 30|869 985; |863 562|oashumen@oblastshumen.government.bg||2018-08-01||t|8|-1|2018-08-10 12:42:55.023|-1|2023-04-16 00:04:37.655||0000000043
12797|175817405|Областна дирекция "Земеделие" - Добрич|1100002|1000188|72624|гр. Добрич, ул.Независимост № 5|603712; ||odzg_d@abv.bg||2018-08-01||t|10|-1|2018-08-10 12:42:55.088|-1|2023-04-16 00:04:37.828||0000001217
12809|175810186|Областна дирекция "Земеделие" - Сливен|1100019|1000060|67338|гр. Сливен, ул. "Генерал Столипин" 2|0878 21 54 21; 622675; ||ODZG_Sliven@mzh.government.bg||2018-08-01||t|10|-1|2018-08-10 12:42:55.19|-1|2023-04-16 00:04:38.167||0000001236
12864|000530504|Общинска администрация - Ветово|1100015|1000160|10803|гр. Ветово, ул. "Трети март" № 2|0878362921; 2253; 0 800 900 44; |28-71|vetovo@vetovo.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.616|-1|2023-04-16 00:04:39.427||0000000419
12870|000931415|Общинска администрация - Върбица|1100017|1000166|12766|гр. Върбица, ул. "Септемврийско въстание" № 40|05391/21 31; 05391/20 92; |20-05|obshtina@varbitsa.org||2018-08-01||t|9|-1|2018-08-10 12:42:55.66|-1|2023-04-16 00:04:39.541||0000000497
12891|000852932|Общинска администрация - Добрич|1100002|1000188|72624|град Добрич ул. "България" 12 п.к. 20|058/600001-600004; |600166|dobrich@dobrich.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.837|-1|2023-04-16 00:04:39.994||0000000550
13156|176031120|Регионална здравна инспекция - Русе|1100015|1000044|63427|гр. Русе бул. "Придунавски" № 68|082825623; 825623; |825623|rzi@rzi-ruse.com||2018-08-01||t|10|-1|2018-08-10 12:42:58.65|-1|2023-04-16 00:04:46.957||0000001315
12701|176789460|Министерство на енергетиката|1100021|1000067|68134|София, ул. "Триадица" 8|+359 2 9263 152; |+359 2 980 76 30|e-energy@me.government.bg||2018-08-01||t|7|-1|2018-08-10 12:42:54.338|-1|2023-04-16 00:04:35.907||0000001467
12722|131083803|Национален институт за помирение и арбитраж|1100021|1000067|68134|София 1618, ул.Боряна № 59, бл.215а|02/4253750; 024253750; |024253760|nipa@nipa.bg||2018-08-01||t|5|-1|2018-08-10 12:42:54.492|-1|2023-04-16 00:04:36.307||0000000932
12803|175808395|Областна дирекция "Земеделие" - Перник|1100012|1000017|55871|п. код 2300, гр.Перник, пл. "Кракра Пернишки", Синдикален дом ет.8|076 603 481 ; 076 603 229; ||odzgpernik@mail.bg||2018-08-01||t|10|-1|2018-08-10 12:42:55.14|-1|2023-04-16 00:04:38.051||0000001235
12810|175810268|Областна дирекция "Земеделие" - Смолян|1100020|1000063|67653|гр.Смолян, 4700, бул. "България" №14, п.к 26|0301/62078; 0301/66235; |62078|ODZG_Smolyan@mzh.government.bg||2018-08-01||t|10|-1|2018-08-10 12:42:55.197|-1|2023-04-16 00:04:38.186||0000001237
12843|000320566|Общинска администрация - Бойчиновци|1100009|1000139|5236|гр. Бойчиновци ул. "Гаврил Генов" № 2|22-36; 21-21; |25-84|kmet@boychinovtsi.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.455|-1|2023-04-16 00:04:39||0000000357
12844|000970051|Общинска администрация - Болярово|1100005|1000140|5284|Община Болярово, гр.Болярово ул."Димитър Благоев" №7|04741/6251; 04741/6901; 04741/6904; 04741/6250; |04741/6901;04741/6430|obstina@bolyarovo.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.462|-1|2023-04-16 00:04:39.024||0000000506
12849|000817568|Общинска администрация - Братя Даскалови|1100022|1000145|6183|с. Братя Даскалови ул. "Септемврийци" №55|ЦАО: 04134/2266; МДТ: 04134/2418 ; 0882568048; Кадастър: 04134/2458; Общинска собственост: 04134/2367 ; 0882513998; ГРАО: 04134/2312; 0882480825; 04134/2234; 0884224604; Социални дейности: 04134/2362; ||kmet@brdaskalovi.egov.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.501|-1|2023-04-16 00:04:39.135||0000000469
12889|000903533|Общинска администрация - Димитровград|1100004|1000185|21052|гр. Димитровград бул. "Г. С. Раковски" 15|68 203; |0391/ 66 698|obshtina@dimitrovgrad.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.815|-1|2023-04-16 00:04:39.943||0000000485
12930|000776331|Общинска администрация - Копривщица|1100016|1000226|38558|гр. Копривщица п.к.2077 ул. "Любен Каравелов" №16|071859485; 0878301055; 071842089; ||info@koprivshtitsa-bg.com||2018-08-01||t|9|-1|2018-08-10 12:42:56.143|-1|2023-04-16 00:04:41.107||0000000455
12952|000614967|Общинска администрация - Лъки|1100011|1000248|44478|Гр. Лъки, област Пловдив,пк 4241 ул. "Възраждане" № 18|03052/ 22-55/ 22-11; |21 68|laki@laki.egov.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.313|-1|2023-04-16 00:04:41.65||0000000398
12675|N/A|Комисия по етика за многоцентрови изпитвания|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.158||||0000001434
13157|176031978|Регионална здравна инспекция - Силистра|1100018|1000056|66425|гр. Силистра, ул. Петър Мутафчиев 82|816-119; |816-148|rzi-silistra@mh.government.bg||2018-08-01||t|10|-1|2018-08-10 12:42:58.658|-1|2023-04-16 00:04:46.994||0000001316
13166|000024617|Регионална инспекция по околна среда и водите - Благоевград|1100001|1000134|4279|гр. Благоевград, ул."Свобода" № 1|818080; 818081; 818070; 818083; |885158|office@riosvbl.org||2018-08-01||t|10|-1|2018-08-10 12:42:58.727|-1|2023-04-16 00:04:47.275||0000000899
12650|121203554|Изпълнителна агенция по лекарствата|1100021|1000067|68134|София, ул. Дамян Груев №8|8903430; 8903431; 8903429; ||bda@bda.bg||2018-08-01||t|5|-1|2018-08-10 12:42:53.977|-1|2023-04-16 00:04:35.035||0000000150
12664|130961721|Комисия за защита на личните данни|1100021|1000067|68134|гр. София - 1592, бул. "Цветан Лазаров" № 2|915 3519; |915 3525|kzld@cpdp.bg||2018-08-01||t|2|-1|2018-08-10 12:42:54.075|-1|2023-04-16 00:04:35.277||0000000938
12670|N/A|Комисия за разглеждане на документи за признаване на организации за защита на правата на пациентите за представителни|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.121|-1|2023-04-16 00:04:35.381||0000001438
12685|N/A|Координационен съвет за подготовка на Република България за членство в еврозоната|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.228|-1|2023-04-16 00:04:35.646||0000001490
12708|000697371|Министерство на околната среда и водите|1100021|1000067|68134|София 1000, бул.  "Княгиня Мария Луиза" № 22|940 6194; 940 6000; 9406222; ||||2018-08-01||t|7|-1|2018-08-10 12:42:54.387|-1|2023-04-16 00:04:36.045||0000000082
12735|N/A|Национален съвет за наука и иновации|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.6|-1|2023-04-16 00:04:36.544||0000000929
12789|128052865|Областна администрация - Ямбол|1100005|1000114|87374|Ямбол, ул. Жорж Папазов 18|046/686810; 046/686814; 046/686817; 046/686815; |046/662277|region@yambol.government.bg||2018-08-01||t|8|-1|2018-08-10 12:42:55.031|-1|2023-04-16 00:04:37.674||0000000044
12798|175818304|Областна дирекция "Земеделие" - Кърджали|1100007|1000239|40909|гр. Кърджали 6600, бул. "България" № 74 пк 19|0361/62976/62996/65603; |0361/62976|||2018-08-01||t|10|-1|2018-08-10 12:42:55.099|-1|2023-04-16 00:04:37.934||0000001233
12812|175812447|Областна дирекция "Земеделие" - София област|1100021|1000067|68134|гр. София, бул. "Витоша" № 4 ет.6|0894 451 686; ||odzg_sfoblast@mzh.government.bg||2018-08-01||t|10|-1|2018-08-10 12:42:55.212|-1|2023-04-16 00:04:38.222||0000001224
12836|000093403|Общинска администрация - Белослав|1100024|1000132|3719|ул."Цар Симеон Велики" 23 гр.Белослав, Община Белослав Варненска област|3553; 05112 2554; 3557; 3545; 05112/ 3555; |05112/ 2214|obshtina_beloslav@beloslav.org||2018-08-01||t|9|-1|2018-08-10 12:42:55.403|-1|2023-04-16 00:04:38.804||0000000279
12851|000159489|Общинска администрация - Брегово|1100026|1000147|6224|пл. "Централен" №1|09312 3636; ||kmet@bregovo.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.518|-1|2023-04-16 00:04:39.176||0000000301
12855|000056814|Общинска администрация - Бургас|1100000|1000151|7079|8000 Бургас, ул. "Александровска" 26|840915 Стационарентелефон, на цената на един градски разговор; ||obshtina@burgas.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.548|-1|2023-04-16 00:04:39.253||0000000265
12857|000530493|Общинска администрация - Бяла|1100015|1000152|7603|гр. Бяла, пл. "Екзарх Йосиф I" № 1|72020; |74634|byala.rs@byala.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.564|-1|2023-04-16 00:04:39.289||0000000418
13366|N/A|Съвет за защита на интелектуалната собственост|||||||||1900-01-01||t|13|-1|2020-12-19 00:06:44.508|-1|2023-04-16 00:04:48.432||0000001605
12716|N/A|Научноекспертна токсикологична комисия по продукти за растителна защита|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.444||||0000001428
12712|000695388|Министерство на транспорта и съобщенията|1100021|1000067|68134|София , ул. "Дякон Игнатий" № 9|9409 771; ||mail@mtc.government.bg||2018-08-01||t|7|-1|2018-08-10 12:42:54.416|-1|2023-04-16 00:04:36.116||0000000086
12816|175808363|Областна дирекция "Земеделие" - Шумен|1100017|1000110|83510|гр. Шумен, бул. Славянски №17, ет.1|877106; 800415; ||odzg_shumen@mzh.government.bg||2018-08-01||t|10|-1|2018-08-10 12:42:55.24|-1|2023-04-16 00:04:38.298||0000001227
12883|000817696|Общинска администрация - Гълъбово|1100022|1000179|18280|гр.Гълъбово, бул."Република" № 48|0418/6 89 01; ||stoianov.sekretar@gmail.com||2018-08-01||t|9|-1|2018-08-10 12:42:55.758|-1|2023-04-16 00:04:39.8||0000000470
12905|000970165|Общинска администрация - Елхово|1100005|1000201|27382|Община Елхово, Област Ямбол,гр. Елхово, ул."Търговска"№ 13|88004; |88034|obshtina@elhovo.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.949|-1|2023-04-16 00:04:40.29||0000000507
12908|000386662|Общинска администрация - Земен|1100012|1000204|30778|ул. "Христо Ботев" № 3,гр. Земен, Област Перник|2494; 2041; 2277; |2462|obshtina_zemen@abv.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.971|-1|2023-04-16 00:04:40.346||0000000379
12917|000852697|Общинска администрация - Каварна|1100002|1000213|35064|гр.Каварна 9650ул. "Добротица" № 26|0570 81818; 0570 82076; |0570/8 51 22; 8 22 72|obshtina@kavarna.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.043|-1|2023-04-16 00:04:40.648||0000000328
12931|000776349|Общинска администрация - Костенец|1100016|1000227|38902|гр. Костенец, ул."Иван Ваэов" №2|07142/3234; 07142/2350; 07142/2308; ||kostenetz_adm@kostenetz.com||2018-08-01||t|9|-1|2018-08-10 12:42:56.151|-1|2023-04-16 00:04:41.139||0000000456
12957|000159636|Общинска администрация - Макреш|1100026|1000253|46245|п.к. 38 50 с.Макреш,община Макреш,област Видин ул. " Георги Бенковски " № 88|094 600 356; |094600356|makresh@b-trust.org||2018-08-01||t|9|-1|2018-08-10 12:42:56.352|-1|2023-04-16 00:04:41.753||0000000306
12975|000931575|Общинска администрация - Нови пазар|1100017|1000007|52009|гр. Нови пазар, ул. "Васил Левски" № 3|0537 / 23466; |0537/95530|npazar@icon.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.495|-1|2023-04-16 00:04:42.162||0000000502
12681|N/A|Консултативен съвет за насърчаване на малките и средните предприятия|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.201|-1|2023-04-16 00:04:35.573||0000001343
12998|000093638|Общинска администрация - Провадия|1100024|1000030|58503|9200 град Провадия, ул. "Дунав" № 39|0518/4-27-02; 0518/4-21-64; 88999893; 070050660; ||delo@provadia.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.688|-1|2023-04-16 00:04:42.64||0000000287
12999|000471536|Общинска администрация - Първомай|1100011|1000031|59080|гр. Първомай, ул. "Братя Миладинови" № 50-юг|6 2201; |6 2325|obaparv@parvomai.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.695|-1|2023-04-16 00:04:42.659||0000000401
13012|000530632|Общинска администрация - Русе|1100015|1000044|63427|гр. Русе, пл. "Свобода" 6|881 802 , 881 811; |+35982834413|mayor@ruse-bg.eu||2018-08-01||t|9|-1|2018-08-10 12:42:56.821|-1|2023-04-16 00:04:42.938||0000000422
13380|N/A|Съвет за икономически анализи|||||||||1900-01-01||t|13|-1|2023-03-15 00:04:42.164|-1|2023-04-16 00:04:48.465||0000001620
12655|130209583|Изпълнителна агенция по сортоизпитване, апробация и семеконтрол|1100021|1000067|68134|София 1113,бул."Цариградско шосе"№125,бл.1|02/870 03 75; 0885 30 30 43; |870 65 17|iasas@iasas.government.bg||2018-08-01||t|5|-1|2018-08-10 12:42:54.01|-1|2023-04-16 00:04:35.119||0000000154
13343|N/A|Координационен съвет по концесиите|||||||||1900-01-01||t|13|-1|2019-07-23 15:47:43.322|-1|2023-04-16 00:04:35.663||0000001576
12749|176478160|Национален съвет по цени и реимбурсиране на лекарствените продукти|1100021|1000067|68134|гр.София, бул."Иван Евст.Гешов" № 15, ет.11, пк.1431|8953102; |8953133|office@ncpr.bg||2018-08-01||t|3|-1|2018-08-10 12:42:54.708|-1|2023-04-16 00:04:36.883||0000001402
12751|831604711|Национален център за информация и документация|1100021|1000067|68134|София,бул."Д-р Г.М.Димитров", №52А|8173824 - Администрация; (+359) 0700 44 849 (инфоцентър); 8173831;8173836;8173849 - Център за административно обслужване; |9713120|nacid@nacid.bg||2018-08-01||t|1|-1|2018-08-10 12:42:54.72|-1|2023-04-16 00:04:36.936||0000000163
12752|121148918|Национална агенция за оценяване и акредитация|1100021|1000067|68134|София, бул. Цариградско шосе 125, бл.5 ет. 4|8077811; 971 20 68; |971 20 68|info@neaa.government.bg||2018-08-01||t|2|-1|2018-08-10 12:42:54.728|-1|2023-04-16 00:04:36.954||0000000137
12774|112121473|Областна администрация - Пазарджик|1100010|1000015|55155|4400,гр.Пазарджик, ул."Екзарх Йосиф" №2|034 44 24 48; ||secretary@pz.government.bg||2018-08-01||t|8|-1|2018-08-10 12:42:54.908|-1|2023-04-16 00:04:37.395||0000000029
12856|000093435|Общинска администрация - Бяла|1100024|1000153|7598|ул."Андрей Премянов" 29 гр.Бяла, Община Бяла, Област Варна|23 - 79; |23 - 79|byala_mayor@abv.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.555|-1|2023-04-16 00:04:39.271||0000000280
12873|000852633|Общинска администрация - Генерал-Тошево|1100002|1000169|14711|гр. Генерал Тошево, ул. "Васил Априлов" № 5|05731-2020; ||mail@toshevo.org||2018-08-01||t|9|-1|2018-08-10 12:42:55.682|-1|2023-04-16 00:04:39.599||0000000326
12922|000931881|Общинска администрация - Каолиново|1100017|1000218|36079|гр.Каолиново пл.Украйна 4|05361/21 11; 05361 22-10; ||info@kaolinovo.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.081|-1|2023-04-16 00:04:40.818||0000000499
12940|000505846|Общинска администрация - Кубрат|1100014|1000236|40422|гр. Кубрат, ул. Княз Борис I №1|72020; |73205|kubrat@kubrat.org||2018-08-01||t|9|-1|2018-08-10 12:42:56.221|-1|2023-04-16 00:04:41.394||0000000412
12985|000386751|Общинска администрация - Перник|1100012|1000017|55871|Площад "Св.Иван Рилски" No-1, вх.А|+359 76/684 210; +359 76/ 60-29-33; ||obshtina@pernik.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.573|-1|2023-04-16 00:04:42.379||0000000381
12997|102164063|Общинска администрация - Приморско|1100000|1000029|58356|гр.Приморскоул."Трети март" №56|0550 33000; |32373|obshtina@primorsko.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.68|-1|2023-04-16 00:04:42.62||0000000276
13221|N/A|Съвет "Партньорство за здраве'|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:59.242|-1|2023-04-16 00:04:48.873||0000001488
12702|000695317|Министерство на здравеопазването|1100021|1000067|68134|София, пл. "Света Неделя" № 5|02/93 01 400; |02/ 981 18 33|press@mh.government.bg||2018-08-01||t|7|-1|2018-08-10 12:42:54.344|-1|2023-04-16 00:04:35.923||0000000079
12737|N/A|Национален съвет за тристранно сътрудничество|||||||||2018-08-01||t|13|-1|2018-08-10 12:42:54.617|-1|2023-04-16 00:04:36.581||0000000220
12830|000024663|Общинска администрация - Банско|1100001|1000126|2676|2770 гр.Банско  пл."Никола Вапцаров"№1|074988611; 074988630; 074988620; 074988625; ||obabansko@bansko.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.356|-1|2023-04-16 00:04:38.592||0000000250
12884|000024752|Общинска администрация - Гърмен|1100001|1000180|18366|с. Гърмен, обл. Благоевград|07523 2040, 2047; факс 07523 3179; |07523 3179|oba@garmen.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.765|-1|2023-04-16 00:04:39.818||0000000254
12887|000093645|Общинска администрация - Девня|1100024|1000183|20482|бул."Съединение" 78 гр.Девня, Община Девня Варненска област|0519/47011; |051947012|kmet@devnia.bg||2018-08-01||t|9|-1|2018-08-10 12:42:55.793|-1|2023-04-16 00:04:39.889||0000000285
12934|000261491|Общинска администрация - Кочериново|1100006|1000230|39116|2640,гр.Кочериново,пл."Трети март" №1|07053/ 20-11; 20-40; 29-47; 20-70; 29-24; 07053/2323; ||obst_kocherinovo@mail.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.175|-1|2023-04-16 00:04:41.239||0000000341
12937|115244456|Общинска администрация - Кричим|1100011|1000233|39921|пл. " Обединение № 3 '|03145/ 24-51, 23-52; 03145/22 50; |23-51|delovodstvo@krichim.egov.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.198|-1|2023-04-16 00:04:41.321||0000000407
12968|000261541|Общинска администрация - Невестино|1100006|1000000|51216|с.Невестино, ул." Вл. Поптомов " № 17|07915/  22-30; 22-51; 24-40; ||obshtina@nevestino.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.433|-1|2023-04-16 00:04:41.999||0000000343
12971|000931568|Общинска администрация - Никола Козлево|1100017|1000003|51651|с. Никола Козлево пл. " 23-ти Септември" № 5|2002; |2020|obankozlevo@mail.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.461|-1|2023-04-16 00:04:42.069||0000000501
12973|000413885|Общинска администрация - Никопол|1100013|1000005|51723|ул."Ал.Стамболийски" №5|2190; |2764|obshtina@nikopol-bg.com||2018-08-01||t|9|-1|2018-08-10 12:42:56.48|-1|2023-04-16 00:04:42.119||0000000389
12974|000590597|Общинска администрация - Нова Загора|1100019|1000006|51809|Нова Загора, ул."24 май" 1|6-21-21; 6-21-22; 5 70 02; |6 43 03|obshtina@nova-zagora.org||2018-08-01||t|9|-1|2018-08-10 12:42:56.488|-1|2023-04-16 00:04:42.141||0000000433
12992|000133933|Общинска администрация - Полски Тръмбеш|1100028|1000024|57354|гр. Полски Тръмбеш, ул. "Черно море" №4|4141; 4142; |6954|obshtin_pt@abv.bg||2018-08-01||t|9|-1|2018-08-10 12:42:56.636|-1|2023-04-16 00:04:42.518||0000000295
